Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-01 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,296.23,324.44,64.46,57.97,spp.org; eia.gov
2022-01-02 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,460.90,504.97,41.22,35.19,spp.org; eia.gov
2022-01-03 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,505.88,549.61,37.42,31.19,spp.org; eia.gov
2022-01-04 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,294.28,323.09,64.36,58.21,spp.org; eia.gov
2022-01-05 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,366.11,401.57,54.38,48.14,spp.org; eia.gov
2022-01-06 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,384.91,423.13,51.20,45.45,spp.org; eia.gov
2022-01-07 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,496.90,541.25,38.02,32.45,spp.org; eia.gov
2022-01-08 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,295.62,322.42,65.37,59.05,spp.org; eia.gov
2022-01-09 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,347.46,377.40,58.97,52.43,spp.org; eia.gov
2022-01-10 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,589.67,637.85,27.47,21.33,spp.org; eia.gov
2022-01-11 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,344.19,375.90,58.36,51.96,spp.org; eia.gov
2022-01-12 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,435.39,470.89,48.09,41.49,spp.org; eia.gov
2022-01-13 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,486.79,526.52,41.20,34.44,spp.org; eia.gov
2022-01-14 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,416.21,448.34,51.66,44.94,spp.org; eia.gov
2022-01-15 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,326.26,357.79,60.03,53.49,spp.org; eia.gov
2022-01-16 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,491.90,533.83,39.57,33.35,spp.org; eia.gov
2022-01-17 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,518.93,562.12,36.52,29.96,spp.org; eia.gov
2022-01-18 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,419.36,454.01,50.09,43.25,spp.org; eia.gov
2022-01-19 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,330.17,361.41,59.84,53.42,spp.org; eia.gov
2022-01-20 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,488.45,533.38,38.39,32.49,spp.org; eia.gov
2022-01-21 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,454.50,497.86,42.19,36.56,spp.org; eia.gov
2022-01-22 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,554.67,599.71,32.29,25.87,spp.org; eia.gov
2022-01-23 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,461.46,499.82,44.23,37.45,spp.org; eia.gov
2022-01-24 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,392.67,426.31,52.96,46.24,spp.org; eia.gov
2022-01-25 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,458.66,496.38,44.89,38.52,spp.org; eia.gov
2022-01-26 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,510.01,553.22,37.31,31.41,spp.org; eia.gov
2022-01-27 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,456.94,494.46,45.15,38.89,spp.org; eia.gov
2022-01-28 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,495.97,534.01,41.30,35.24,spp.org; eia.gov
2022-01-29 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,438.93,474.52,47.79,41.18,spp.org; eia.gov
2022-01-30 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,539.98,579.39,36.59,29.58,spp.org; eia.gov
2022-01-31 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,477.90,512.41,44.83,38.11,spp.org; eia.gov
2022-02-01 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,283.31,310.91,65.95,59.23,spp.org; eia.gov
2022-02-02 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,318.46,349.11,61.15,55.21,spp.org; eia.gov
2022-02-03 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,390.00,424.88,52.52,47.09,spp.org; eia.gov
2022-02-04 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,509.24,550.76,38.40,32.71,spp.org; eia.gov
2022-02-05 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,400.32,434.67,51.92,46.04,spp.org; eia.gov
2022-02-06 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,337.68,365.63,60.85,54.66,spp.org; eia.gov
2022-02-07 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,507.30,545.50,40.18,33.98,spp.org; eia.gov
2022-02-08 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,330.54,359.46,61.03,54.59,spp.org; eia.gov
2022-02-09 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,394.33,427.28,53.18,46.48,spp.org; eia.gov
2022-02-10 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,496.41,535.22,40.89,34.20,spp.org; eia.gov
2022-02-11 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,244.93,269.67,70.92,64.39,spp.org; eia.gov
2022-02-12 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,409.39,446.98,49.27,44.46,spp.org; eia.gov
2022-02-13 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,462.38,503.13,42.79,36.66,spp.org; eia.gov
2022-02-14 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,446.55,485.28,45.36,39.14,spp.org; eia.gov
2022-02-15 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,251.58,276.23,70.40,64.85,spp.org; eia.gov
2022-02-16 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,231.43,255.81,72.34,66.78,spp.org; eia.gov
2022-02-17 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,303.14,332.60,63.20,56.92,spp.org; eia.gov
2022-02-18 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,441.24,480.31,45.73,39.72,spp.org; eia.gov
2022-02-19 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,420.99,454.05,50.75,44.22,spp.org; eia.gov
2022-02-20 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,247.42,273.35,70.11,63.12,spp.org; eia.gov
2022-02-21 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,240.06,262.66,72.54,65.79,spp.org; eia.gov
2022-02-22 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,283.09,306.37,68.36,62.35,spp.org; eia.gov
